Fecha,Turno,Terminal,Contenedor,Cliente,Booking,Operacion,Fecha Ingreso,idcont,e-tally
2025-04-22,10:00,Terminal 4,DRYU-405024-0,Grupo Simpa Sa,NBOBUE25030142,T,2025-04-22,,
2025-04-23,07:00,TRP,CSNU-882983-1,Grupo Simpa Sa,TCSZ2501558,T,2025-04-23,,
2025-04-23,08:00,TRP,CSNU-881420-9,Grupo Simpa Sa,TCSZ2501558,T,2025-04-23,,
2025-03-26,20:00,TRP,TIIU-593946-5,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-03-26,20:00,TRP,HMMU-656463-0,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-03-26,19:00,TRP,HMMU-607687-3,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-04-03,23:00,Exolgan,TXGU-505377-9,Grupo Simpa Sa,202500623001,TD,2025-04-03,1664,http://dassa.mqbic.com/PublicTally.php?id=1664
2025-04-03,16:00,TRP,TCLU-540952-0,Grupo Simpa Sa,S01352118,T,2025-04-03,,
2025-04-03,18:00,TRP,KOCU-511120-9,Grupo Simpa Sa,S01352145,T,2025-04-03,,
2025-03-26,20:00,TRP,KOCU-419716-8,Grupo Simpa Sa,NBOBUE25010226,T,2025-03-26,,
2025-03-26,20:00,TRP,HMMU-601936-4,Grupo Simpa Sa,NBOBUE25010226,T,2025-03-26,,
2025-03-26,16:00,TRP,HMMU-638461-8,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-03-26,17:00,TRP,HMMU-689146-4,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-03-26,16:00,TRP,TCNU-503642-3,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-03-26,18:00,TRP,TGBU-648114-6,Grupo Simpa Sa,NBOBUE25011823,T,2025-03-26,,
2025-02-14,08:00,Terminal 4,ZCSU-792871-6,Breyer Hnos S A,DLSZ24120451,TD,2025-02-14,1353,http://dassa.mqbic.com/PublicTally.php?id=1353
2025-02-26,05:00,Exolgan,TRHU-612118-5,Grupo Rsm Srl,MEDUOK662254,TD,2025-02-26,1437,http://dassa.mqbic.com/PublicTally.php?id=1437
2025-02-26,05:00,Exolgan,TRHU-612118-5,Grupo Rsm Srl,MEDUOK662254,TD,2025-02-26,1437,http://dassa.mqbic.com/PublicTally.php?id=1437
2025-04-15,02:00,TRP,CSNU-233726-4,Grupo Rsm Srl,COSU6409459290,T,2025-04-15,1704,http://dassa.mqbic.com/PublicTally.php?id=1704
2025-04-29,13:00,TRP,APZU-454094-2,Grupo Rsm Srl,IBC1317049,TD,2025-04-29,1764,http://dassa.mqbic.com/PublicTally.php?id=1764
2025-04-29,13:00,TRP,APZU-454094-2,Grupo Rsm Srl,IBC1317049,TD,2025-04-29,1764,http://dassa.mqbic.com/PublicTally.php?id=1764
2025-04-29,13:00,TRP,CMAU-025824-2,Grupo Rsm Srl,IBC1317049,TD,2025-04-29,1765,http://dassa.mqbic.com/PublicTally.php?id=1765
2025-05-02,07:00,Terminal 4,SUDU-533048-9,Grupo Rsm Srl,252195212,TD,2025-05-02,1775,http://dassa.mqbic.com/PublicTally.php?id=1775
2025-05-02,07:00,Terminal 4,SUDU-533048-9,Grupo Rsm Srl,252195212,TD,2025-05-02,1775,http://dassa.mqbic.com/PublicTally.php?id=1775
2025-05-02,07:00,Terminal 4,SUDU-533048-9,Grupo Rsm Srl,252195212,TD,2025-05-02,1775,http://dassa.mqbic.com/PublicTally.php?id=1775
2025-05-02,07:00,Terminal 4,SUDU-533048-9,Grupo Rsm Srl,252195212,TD,2025-05-02,1775,http://dassa.mqbic.com/PublicTally.php?id=1775
2025-05-02,07:00,Terminal 4,MRKU-079575-0,Grupo Rsm Srl,252126076,TD,2025-05-02,1776,http://dassa.mqbic.com/PublicTally.php?id=1776
2025-05-02,07:00,Terminal 4,MRKU-079575-0,Grupo Rsm Srl,252126076,TD,2025-05-02,1776,http://dassa.mqbic.com/PublicTally.php?id=1776
2025-05-15,12:00,Terminal 4,MRKU-450870-8,Grupo Rsm Srl,252755643,TD,2025-05-15,1856,http://dassa.mqbic.com/PublicTally.php?id=1856
2025-05-15,12:00,Terminal 4,MRKU-450870-8,Grupo Rsm Srl,252755643,TD,2025-05-15,1856,http://dassa.mqbic.com/PublicTally.php?id=1856
2025-05-17,08:00,TRP,TTNU-567553-5,Grupo Rsm Srl,IBC1330953,TD,2025-05-17,1874,http://dassa.mqbic.com/PublicTally.php?id=1874
2025-05-17,08:00,TRP,TTNU-567553-5,Grupo Rsm Srl,IBC1330953,TD,2025-05-17,1874,http://dassa.mqbic.com/PublicTally.php?id=1874
2025-05-27,13:00,Exolgan,BMOU-562648-9,Grupo Rsm Srl,HLCUBSC2503BRSU3,TD,2025-05-28,1896,http://dassa.mqbic.com/PublicTally.php?id=1896
2025-06-06,08:00,Terminal 4,MRKU-071444-4,Grupo Rsm Srl,253484332,TD,2025-06-06,1979,http://dassa.mqbic.com/PublicTally.php?id=1979
2025-06-06,08:00,Terminal 4,MRKU-071444-4,Grupo Rsm Srl,253484332,TD,2025-06-06,1979,http://dassa.mqbic.com/PublicTally.php?id=1979
2025-06-06,08:00,Terminal 4,MRKU-071444-4,Grupo Rsm Srl,253484332,TD,2025-06-06,1979,http://dassa.mqbic.com/PublicTally.php?id=1979
2025-05-02,07:00,Terminal 4,SUDU-766410-3,Grupo Rsm Srl,250567979,TD,2025-05-02,1777,http://dassa.mqbic.com/PublicTally.php?id=1777
2025-05-08,09:00,Terminal 4,SUDU-532493-2,Grupo Rsm Srl,252576597,TD,2025-05-08,1804,http://dassa.mqbic.com/PublicTally.php?id=1804
2025-05-08,09:00,Terminal 4,SUDU-532493-2,Grupo Rsm Srl,252576597,TD,2025-05-08,1804,http://dassa.mqbic.com/PublicTally.php?id=1804
2025-05-09,13:00,Terminal 4,MRKU-358448-9,Grupo Rsm Srl,252529836,TD,2025-05-09,1814,http://dassa.mqbic.com/PublicTally.php?id=1814
2025-05-09,13:00,Terminal 4,MRKU-358448-9,Grupo Rsm Srl,252529836,TD,2025-05-09,1814,http://dassa.mqbic.com/PublicTally.php?id=1814
2025-05-12,12:00,Terminal 4,MRKU-098221-5,Grupo Rsm Srl,252529806,TD,2025-05-12,1818,http://dassa.mqbic.com/PublicTally.php?id=1818
2025-05-12,12:00,Terminal 4,MRKU-098221-5,Grupo Rsm Srl,252529806,TD,2025-05-12,1818,http://dassa.mqbic.com/PublicTally.php?id=1818
2025-05-12,12:00,Terminal 4,MSKU-676383-3,Grupo Rsm Srl,252062275,TD,2025-05-12,1819,http://dassa.mqbic.com/PublicTally.php?id=1819
2025-05-12,12:00,Terminal 4,MSKU-676383-3,Grupo Rsm Srl,252062275,TD,2025-05-12,1819,http://dassa.mqbic.com/PublicTally.php?id=1819
2025-05-13,07:00,Terminal 4,MRKU-021692-4,Grupo Rsm Srl,251589046,TD,2025-05-13,1834,http://dassa.mqbic.com/PublicTally.php?id=1834
2025-05-13,07:00,Terminal 4,MRKU-021692-4,Grupo Rsm Srl,251589046,TD,2025-05-13,1834,http://dassa.mqbic.com/PublicTally.php?id=1834
2025-05-13,07:00,Terminal 4,MRKU-021692-4,Grupo Rsm Srl,251589046,TD,2025-05-13,1834,http://dassa.mqbic.com/PublicTally.php?id=1834
2025-05-13,07:00,Terminal 4,MRKU-021692-4,Grupo Rsm Srl,251589046,TD,2025-05-13,1834,http://dassa.mqbic.com/PublicTally.php?id=1834
2025-02-14,13:00,Exolgan,MEDU-868499-9,Grapot Sa,7624AR137854,T,2025-02-14,,
2025-02-21,13:00,Exolgan,MSBU-510409-0,Grapot Sa,SHOE24007436,T,2025-02-21,,
2025-03-06,13:00,Exolgan,DFSU-763523-9,Grapot Sa,XNOE24001241,T,2025-03-06,,
2025-03-06,13:00,Exolgan,MSDU-426219-0,Grapot Sa,NBOE24011814,T,2025-03-06,,
2025-03-12,13:00,Exolgan,MSDU-550305-5,Grapot Sa,XNOE25001352A/B,T,2025-03-12,,
2025-03-12,13:00,Exolgan,MSDU-550305-5,Grapot Sa,XNOE25001352A/B,T,2025-03-12,,
2025-03-25,15:00,Exolgan,FFAU-396985-4,Grapot Sa,SHOE24008160,T,2025-03-25,,
2025-02-24,16:00,Terminal 4,ZCSU-777653-1,Ionatex Srl,EXPLV248099A,T,2025-02-24,,
2025-02-14,08:00,Terminal 4,MRSU-714425-9,La Nueva Textil De Lugano Srl,SHOE24008003,T,2025-02-14,,
2025-03-06,15:00,Exolgan,MSBU-522621-0,La Nueva Textil De Lugano Srl,NBOE24011702,T,2025-03-06,,
2025-03-06,15:00,Exolgan,MEDU-462582-7,La Nueva Textil De Lugano Srl,NBOE24011926,T,2025-03-06,,
2025-03-11,13:00,Exolgan,MSDU-569194-4,La Nueva Textil De Lugano Srl,NBOE24012101,T,2025-03-11,,
2025-03-25,19:00,Exolgan,MSBU-827620-9,La Nueva Textil De Lugano Srl,NBOE25012862,T,2025-03-26,,
2025-03-27,11:00,Exolgan,MEDU-945719-8,La Nueva Textil De Lugano Srl,NBOE25012866,T,2025-03-27,,
2025-05-12,11:00,Terminal 4,MRKU-396043-6,La Nueva Textil De Lugano Srl,NBOE25013562,T,2025-05-12,,
2025-02-14,13:00,Exolgan,MEDU-765976-0,Candalar S.A.,NBOE24011844,T,2025-02-14,,
2025-02-18,13:00,Exolgan,MSMU-759529-4,Candalar S.A.,NBOE24011419,T,2025-02-18,,
2025-03-17,11:00,Exolgan,TLLU-860392-2,Candalar S.A.,NBOE25012380,T,2025-03-17,,
2025-02-19,07:00,Exolgan,MSNU-506741-3,Jakytextil S.A.,NBOE24010512,T,2025-02-19,,
2025-02-24,16:00,Terminal 4,CAAU-531572-0,Jakytextil S.A.,NBOE24012132,T,2025-02-24,,
2025-02-24,16:00,Terminal 4,MSKU-091728-0,Jakytextil S.A.,NBOE24012072,T,2025-02-24,,
2025-02-24,07:00,Exolgan,MSBU-817288-4,Jakytextil S.A.,NBOE24011486,T,2025-02-24,,
2025-03-06,13:00,Exolgan,MSNU-775408-6,Jakytextil S.A.,NBOE24011375,T,2025-03-06,,
2025-03-06,13:00,Exolgan,MSDU-853117-4,Jakytextil S.A.,NBOE24011879,T,2025-03-06,,
2025-03-25,16:00,Terminal 4,TEMU-749857-0,Jakytextil S.A.,NBOE25012869,TD,2025-03-25,1615,http://dassa.mqbic.com/PublicTally.php?id=1615
2025-06-10,07:00,Terminal 4,HAMU-416927-2,Jakytextil S.A.,NBOE25014148,T,2025-06-10,,
2025-03-07,05:00,Exolgan,MSDU-675153-9,Jakytextil S.A.,NBOE24011726,T,2025-03-07,,
2025-03-07,05:00,Exolgan,CAAU-921615-5,Jakytextil S.A.,NBOE25012565,T,2025-03-07,,
2025-03-11,13:00,Exolgan,CAAU-691456-9,Jakytextil S.A.,NBOE24012016,TD,2025-03-11,1537,http://dassa.mqbic.com/PublicTally.php?id=1537
2025-03-11,13:00,Exolgan,MSDU-892727-3,Jakytextil S.A.,NBOE25012225,TD,2025-03-11,1534,http://dassa.mqbic.com/PublicTally.php?id=1534
2025-03-25,19:00,Exolgan,MSBU-653244-6,Jakytextil S.A.,NBOE25012758,TD,2025-03-25,1609,http://dassa.mqbic.com/PublicTally.php?id=1609
2025-03-25,19:00,Exolgan,TGBU-405393-5,Jakytextil S.A.,NBOE250127669,TD,2025-03-26,1610,http://dassa.mqbic.com/PublicTally.php?id=1610
2025-02-28,05:00,Exolgan,FFAU-262990-5,Ledorot S.A.,GILNB241200332,T,2025-02-28,,
2025-03-18,19:00,TRP,HMMU-627306-5,Ledorot S.A.,WLLSH2501036,T,2025-03-18,,
2025-03-25,17:00,TRP,KOCU-483537-0,Ledorot S.A.,NESHTR2501205,T,2025-03-25,,
2025-05-21,05:00,Exolgan,TEMU-699863-2,Ledorot S.A.,GILNB250300385,T,2025-05-21,,
2025-06-04,05:00,Exolgan,CAAU-590800-5,Ledorot S.A.,GILNB250400159,T,2025-06-04,,
2025-02-19,07:00,Exolgan,MEDU-459167-1,Mazon Textil Sa,NBOE24009796,T,2025-02-19,,
2025-03-01,07:00,Exolgan,MSCU-444313-2,Full Container Logistics Argentina Sas,MEDUFK118265,TD,2025-03-01,1466,http://dassa.mqbic.com/PublicTally.php?id=1466
2025-03-01,07:00,Exolgan,MSMU-540333-0,Full Container Logistics Argentina Sas,MEDUFK118265,T,2025-03-01,,
2025-02-28,17:00,TRP,OOCU-892498-0,Fedtex S.R.L,TWLE25010032,TD,2025-02-28,1486,http://dassa.mqbic.com/PublicTally.php?id=1486
2025-02-28,17:00,TRP,OOCU-892498-0,Fedtex S.R.L,TWLE25010032,TD,2025-02-28,1486,http://dassa.mqbic.com/PublicTally.php?id=1486
2025-04-09,11:00,Exolgan,UETU-691539-9,Fedtex S.R.L,GILNB250100428,T,2025-04-09,,
2025-04-15,02:00,TRP,TEMU-609424-0,Fedtex S.R.L,TWLE25020109,T,2025-04-15,,
2025-05-09,12:00,TRP,CAAU-867994-1,Fedtex S.R.L,TWLE25030121,T,2025-05-09,,
2025-05-13,12:00,TRP,TGBU-789087-4,Fedtex S.R.L,TWLE25030194,T,2025-05-13,,
2025-06-02,15:00,TRP,TEMU-625297-8,Fedtex S.R.L,TWLE25040017,T,2025-06-02,,
2025-06-17,15:00,TRP,EGHU-968527-0,Fedtex S.R.L,TWLE25040094,TD,,,
2025-02-21,15:00,TRP,PCIU-799172-4,Inversiones Para El Agro Sa,ENBFL24110012,TD,2025-02-21,1393,http://dassa.mqbic.com/PublicTally.php?id=1393
2025-02-21,17:00,Terminal 4,BMOU-243778-0,Lumpini Trade Srl,248586206,T,2025-02-21,,
2025-02-28,05:00,Exolgan,TCNU-141547-6,Chelatex Sas,GILNB241201124,T,2025-02-28,1450,http://dassa.mqbic.com/PublicTally.php?id=1450
2025-02-28,05:00,Exolgan,TGBU-801711-3,Chelatex Sas,GILNB241200526,T,2025-02-28,,
2025-02-28,05:00,Exolgan,MSDU-866155-8,Chelatex Sas,GILNB241200745,T,2025-02-28,,
2025-03-11,11:00,Exolgan,MSNU-735736-6,Chelatex Sas,GILNB241200851,T,2025-03-11,1539,http://dassa.mqbic.com/PublicTally.php?id=1539
2025-03-11,11:00,Exolgan,UETU-755072-0,Chelatex Sas,GILNB241200838,TD,2025-03-11,1540,http://dassa.mqbic.com/PublicTally.php?id=1540
2025-04-29,13:00,TRP,NYKU-489674-3,Chelatex Sas,GILNB241200746,T,2025-04-29,,
2025-05-05,12:00,TRP,FFAU-650994-0,Chelatex Sas,GILNB241201237,T,2025-05-05,,
2025-05-06,12:00,TRP,CAAU-923117-0,Chelatex Sas,GILNB241201231,T,2025-05-06,,
2025-03-06,15:00,Exolgan,UETU-626850-1,Parnacar S.A,NBOE24011922,T,2025-03-06,,
2025-03-11,13:00,Exolgan,MSNU-659961-6,Parnacar S.A,NBOE25012319,T,2025-03-11,,
2025-06-10,07:00,Terminal 4,MRKU-561428-4,Domatel S. R. L.,252660299,T,2025-06-10,,
2025-02-28,21:00,Terminal 4,MRKU-869281-9,Rs Stones Srl,EXMFL25010011,T,2025-02-28,,
2025-03-07,05:00,Exolgan,MSMU-105664-9,Dromex Srl,MEDUVW861805,TD,2025-03-07,1508,http://dassa.mqbic.com/PublicTally.php?id=1508
2025-03-11,07:00,Exolgan,MSNU-252437-3,Grupo De Asesoramiento Empresario S.A.,MEDUVG583978,TD,2025-03-11,1530,http://dassa.mqbic.com/PublicTally.php?id=1530
2025-03-11,07:00,Exolgan,MSNU-252437-3,Grupo De Asesoramiento Empresario S.A.,MEDUVG583978,TD,2025-03-11,1530,http://dassa.mqbic.com/PublicTally.php?id=1530
2025-03-18,16:00,TRP,EMCU-175212-3,E A Balbi E Hijos S A,BK2530036,T,2025-03-18,,
2025-03-18,17:00,TRP,EMCU-995084-5,E A Balbi E Hijos S A,BK2530036,T,2025-03-18,,
2025-03-25,19:00,Exolgan,CAIU-475256-4,E A Balbi E Hijos S A,GILSH241200241,T,2025-03-25,,
2025-03-28,13:00,TRP,EGSU-179756-0,E A Balbi E Hijos S A,BK2530101,T,2025-03-28,,
2025-04-09,08:00,TRP,KOCU-413295-3,Comunicaciones Valles Calchaquies Srl,HDMUSZPM76811000,TD,2025-04-09,1689,http://dassa.mqbic.com/PublicTally.php?id=1689
2025-03-27,21:00,TRP,KOCU-449984-6,Domingo A. Capria S.A.,KDCW24120115,TD,2025-03-27,1637,http://dassa.mqbic.com/PublicTally.php?id=1637
2025-03-27,21:00,TRP,KOCU-484533-7,Domingo A. Capria S.A.,KDCW24120115,TD,2025-03-27,1638,http://dassa.mqbic.com/PublicTally.php?id=1638
2025-04-04,05:00,Exolgan,TCNU-130623-8,Crosby Argentina S.A.,S00014066,T,2025-04-04,,
2025-06-06,05:00,Exolgan,TRHU-453257-2,Crosby Argentina S.A.,S00014475,T,2025-06-06,,
2025-05-02,11:00,Terminal 4,TCNU-615251-5,Vc Textil Srl,NBOE25013223,T,2025-05-02,,
2025-05-13,15:00,TRP,EGHU-962136-2,Vc Textil Srl,TWLE25030179,T,2025-05-13,,
2025-05-13,15:00,TRP,BEAU-508654-0,Vc Textil Srl,TWLE25030178,T,2025-05-13,,
2025-04-23,13:00,TRP,PCIU-464945-1,Atp Solutions S.R.L,TPTXGVV25016033,T,2025-04-23,,
2025-04-23,08:00,Terminal 4,MRSU-741501-0,Ayb Srl,250468966,TD,2025-04-23,1727,http://dassa.mqbic.com/PublicTally.php?id=1727
2025-04-25,05:00,Exolgan,GESU-134633-2,Cotton Work Srl,MEDUVO723997,TD,2025-04-25,1745,http://dassa.mqbic.com/PublicTally.php?id=1745
2025-04-23,15:00,Terminal 4,TLLU-238258-9,Big Bloom Sa,GILSH250200061,T,2025-04-23,,
2025-05-07,15:00,TRP,TRLU-751387-2,Gobbi Novag Sa,AMC2347566,TD,2025-05-07,1802,http://dassa.mqbic.com/PublicTally.php?id=1802
2025-05-15,11:00,Terminal 4,MRSU-748371-4,Ascensores Servas Sa,25SHA0191961,TD,2025-05-15,1860,http://dassa.mqbic.com/PublicTally.php?id=1860
2025-05-15,11:00,Terminal 4,MRSU-750477-7,Ascensores Servas Sa,25SHA0191961,TD,2025-05-15,1854,http://dassa.mqbic.com/PublicTally.php?id=1854
2025-05-09,13:00,Terminal 4,ZCSU-885307-8,Neumaticos Bisso Srl,ZIMUQIN4712453,T,2025-05-09,,
2025-05-16,05:00,Exolgan,CAIU-450513-7,Euler Ideas Srl,ACEC2502034,T,2025-05-16,,
2025-05-17,07:00,Terminal 4,CAXU-578821-8,Ecomet Srl,000364-2025,TD,2025-05-17,1872,http://dassa.mqbic.com/PublicTally.php?id=1872
2025-05-17,07:00,Terminal 4,TLLU-153678-2,Ecomet Srl,000364-2025,TD,2025-05-17,1873,http://dassa.mqbic.com/PublicTally.php?id=1873
2025-05-28,08:00,Terminal 4,MAEU-408781-3,Ecomet Srl,000364-2025/B,TD,2025-05-28,1900,http://dassa.mqbic.com/PublicTally.php?id=1900
2025-05-23,13:00,TRP,CMAU-535957-5,Pantografos Cam Cnc S.A.S,2GEO5030001,TD,2025-05-23,1886,http://dassa.mqbic.com/PublicTally.php?id=1886
2025-05-26,07:00,TRP,KOCU-453461-2,Pantografos Cam Cnc S.A.S,TCQD2503136,TD,2025-05-26,1889,http://dassa.mqbic.com/PublicTally.php?id=1889
2025-05-26,10:00,TRP,HMMU-703868-8,Pantografos Cam Cnc S.A.S,TCQD2503136,TD,2025-05-26,1890,http://dassa.mqbic.com/PublicTally.php?id=1890
2025-05-26,08:00,TRP,KOCU-474821-3,Pantografos Cam Cnc S.A.S,TCQD2503136,TD,2025-05-26,1891,http://dassa.mqbic.com/PublicTally.php?id=1891
2025-06-02,13:00,TRP,PCIU-949715-6,Pantografos Cam Cnc S.A.S,2QE05030619,TD,2025-06-02,1950,http://dassa.mqbic.com/PublicTally.php?id=1950
2025-06-02,10:00,TRP,OOLU-054618-0,Pantografos Cam Cnc S.A.S,2GEO5030240,TD,2025-06-02,1934,http://dassa.mqbic.com/PublicTally.php?id=1934
2025-06-02,12:00,TRP,TGBU-777059-1,Pantografos Cam Cnc S.A.S,2GEO5030240,TD,2025-06-02,1935,http://dassa.mqbic.com/PublicTally.php?id=1935
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-21,05:00,Exolgan,TCLU-470204-5,Cl Global S.R.L.,XMFZ2503003A/B/C/D/E/F,TD,2025-05-21,1880,http://dassa.mqbic.com/PublicTally.php?id=1880
2025-05-27,13:00,TRP,CBHU-448474-9,Rush Cargo Srl,COSU6412122980,TD,2025-05-27,1897,http://dassa.mqbic.com/PublicTally.php?id=1897
2025-06-02,15:00,Exolgan,FFAU-383926-0,World Sport S.R.L.,CFPU25252600013,TD,2025-06-02,1953,http://dassa.mqbic.com/PublicTally.php?id=1953
2025-06-06,12:00,Terminal 4,MRKU-080846-1,World Sport S.R.L.,SBUE25040155,TD,2025-06-06,1980,http://dassa.mqbic.com/PublicTally.php?id=1980
2025-06-11,05:00,Exolgan,MSMU-687008-8,Glamtex S.A.,NBOE25013921,T,2025-06-11,,
2025-06-05,07:00,Terminal 4,MRKU-110231-4,Alejandro Amiano,253382834,TD,2025-06-05,1970,http://dassa.mqbic.com/PublicTally.php?id=1970
2025-06-05,07:00,Terminal 4,MRKU-110231-4,Alejandro Amiano,253382834,TD,2025-06-05,1970,http://dassa.mqbic.com/PublicTally.php?id=1970
2025-06-05,07:00,Terminal 4,MRKU-110231-4,Alejandro Amiano,253382834,TD,2025-06-05,1970,http://dassa.mqbic.com/PublicTally.php?id=1970
2025-06-05,10:00,TRP,HMMU-643528-0,Kraster Argentina Sa,507816594TSN,T,2025-06-05,,
